Wavelength,green_reference,brown_reference,soil_reference
600,0.0297669247362592,0.101458229,0.1119478
601,0.0295968287556027,0.101866034,0.1123613
602,0.029398737933205,0.102275104,0.1127992
603,0.0291919359168044,0.102702206,0.1131793
604,0.0289849414137324,0.103151987,0.1134773
605,0.0287387925440393,0.10356272,0.1138766
606,0.0284699226034388,0.103967375,0.1142055
607,0.0281787904768769,0.104383191,0.1145297
608,0.0278519263680638,0.104813838,0.1149971
609,0.0275443886327963,0.105241575,0.1153958
610,0.0272127551075941,0.105662696,0.1157086
611,0.0268333104518335,0.106072991,0.115984
612,0.0264868558907455,0.106475688,0.1163384
613,0.0261489393542191,0.106898583,0.116743
614,0.025815339639547,0.107342101,0.1171873
615,0.0254938098200545,0.107743855,0.1174446
616,0.025179796062328,0.108184291,0.1177634
617,0.0248849562903925,0.108626364,0.1182156
618,0.0246110821979588,0.109008625,0.1186459
619,0.0243484818045166,0.10937813,0.1190635
620,0.0241269256986538,0.109812015,0.1193633
621,0.0239500362624558,0.110288918,0.1197669
622,0.0238118161810313,0.110725462,0.1202091
623,0.0236676283527146,0.111124749,0.1206188
624,0.0235327437832849,0.111552676,0.1209765
625,0.0234244251986422,0.112029016,0.121439
626,0.0233756393887236,0.112466007,0.1217964
627,0.0233176270841674,0.112888767,0.1219841
628,0.0232733113638662,0.113300677,0.1223974
629,0.0232653917119731,0.113749006,0.1228454
630,0.023251317678219,0.11422604,0.1233105
631,0.0231968104633691,0.114664619,0.123624
632,0.0231081682791712,0.11510514,0.1240514
633,0.0230150412230134,0.115543039,0.124481
634,0.0228658562594516,0.115966348,0.12495
635,0.0226908393476126,0.116383061,0.1252073
636,0.0224967010764368,0.116814702,0.125734
637,0.022225983849044,0.117202541,0.1260974
638,0.0219376639766521,0.1175686,0.1266713
639,0.0216119333052836,0.117980289,0.1268747
640,0.021227931007364,0.118379818,0.12733
641,0.0208910701108835,0.11874681,0.1278154
642,0.0205466640939932,0.119111895,0.1281896
643,0.0201704697987014,0.119446942,0.1284458
644,0.0198041395042127,0.119791275,0.1289379
645,0.019447306475302,0.120159025,0.1294864
646,0.019101863645577,0.12049454,0.1298837
647,0.0187739370792329,0.120826511,0.1303882
648,0.0184544254567995,0.121236787,0.1308083
649,0.01819143834108,0.121641606,0.1312334
650,0.0179952955085048,0.122023969,0.1315292
651,0.0178310846183309,0.122421845,0.1319133
652,0.0176728506590885,0.122846823,0.1323819
653,0.0175271223125537,0.123234275,0.1328377
654,0.017400137426187,0.123562542,0.1333585
655,0.0172794733089847,0.123999981,0.1338379
656,0.0171311938884578,0.124446034,0.1341544
657,0.0169259147075596,0.124844761,0.1346183
658,0.0166582052707247,0.125153993,0.1349952
659,0.0163793019686271,0.125469081,0.1354687
660,0.0161182104302817,0.125816502,0.1358628
661,0.0158807427835293,0.126182635,0.1364409
662,0.0156240431885283,0.126520312,0.1370385
663,0.0153835770484565,0.126826714,0.1374839
664,0.0151610817319905,0.12714476,0.1378748
665,0.0149546382042897,0.127514712,0.1383922
666,0.0147756079568193,0.127808561,0.1387917
667,0.0146293292172832,0.128107961,0.1392083
668,0.0145120267609776,0.128491642,0.1396535
669,0.0144243467910392,0.128862203,0.1401127
670,0.014350150213217,0.129200521,0.1405318
671,0.0143088976103014,0.129578057,0.1410418
672,0.0143084742937664,0.129975233,0.1414955
673,0.0143032154296695,0.130379576,0.1419918
674,0.0143109273021212,0.130791179,0.1423746
675,0.0143443810460156,0.131216171,0.1428508
676,0.0144170386577173,0.131634574,0.143304
677,0.0145158479694011,0.132029459,0.1438771
678,0.0146264430555487,0.132468224,0.1443606
679,0.0147478697128789,0.132939726,0.1446451
680,0.0149137443568651,0.133444248,0.1452818
681,0.0151221411659596,0.133981121,0.1458538
682,0.0153687895645669,0.134520567,0.1464004
683,0.0156477734319095,0.135128411,0.1468388
684,0.0160389205440195,0.13577941,0.1472891
685,0.016562897917595,0.136381511,0.1477399
686,0.0172858187800516,0.137023095,0.1484472
687,0.0182826367538754,0.137887822,0.1489144
688,0.0193386012698741,0.138931311,0.1494517
689,0.0204308294871991,0.139804567,0.1499957
690,0.0217242362334444,0.140599853,0.1503924
691,0.0233043061622559,0.141468772,0.1510769
692,0.0252017285802983,0.142316464,0.1513051
693,0.0274665208707196,0.14322214,0.151821
694,0.0301290840909773,0.144208652,0.1525752
695,0.0331301688382391,0.145236057,0.1531288
696,0.036437913261458,0.146186355,0.1533336
697,0.0400269530797636,0.147050504,0.1539225
698,0.0439068796554834,0.147873726,0.1545685
699,0.0480619115180591,0.148789324,0.1551361
700,0.0524703845013892,0.149745323,0.1554973
701,0.0571010659804998,0.15064028,0.1559385
702,0.0618205027985704,0.151514476,0.1565681
703,0.0665907632195646,0.152370584,0.1570144
704,0.0713725292876366,0.153203767,0.157611
705,0.0762156982022962,0.154030656,0.1582865
706,0.0811608317966719,0.154824237,0.1588138
707,0.0861808937565701,0.155633817,0.1592372
708,0.0913133891328249,0.156427276,0.1597219
709,0.0965937223241312,0.157144389,0.1602405
710,0.102012373570509,0.157882639,0.1608564
711,0.107582796408313,0.158693247,0.1613975
712,0.113374699260641,0.159433749,0.1619443
713,0.119376919729552,0.160154708,0.1626008
714,0.125585771647517,0.160851137,0.1632123
715,0.131992021395755,0.161396172,0.1637197
716,0.138598133080584,0.162038008,0.1642351
717,0.145645690920793,0.162677309,0.1646606
718,0.153391604083349,0.163700454,0.1651151
719,0.161557846311829,0.164720585,0.1658344
720,0.170050353360389,0.165606949,0.1664283
721,0.178407663981883,0.166373089,0.1670793
722,0.186574642794441,0.166624119,0.1676347
723,0.195342038304826,0.16724496,0.1680491
724,0.204777551081074,0.167937602,0.1686974
725,0.214741514526848,0.168826187,0.169146
726,0.224720706118081,0.169526991,0.1696541
727,0.234914786382252,0.170284731,0.1704398
728,0.245402913753479,0.170921064,0.171062
729,0.256207253793937,0.171532455,0.1714104
730,0.267121718516404,0.172308137,0.1720048
731,0.278212271269522,0.173114097,0.172563
732,0.289404283894332,0.173822448,0.1731585
733,0.300496282894387,0.174324382,0.173669
734,0.311510098781373,0.17492253,0.1741997
735,0.322560081289044,0.175487397,0.1748134
736,0.333835870314002,0.176133675,0.1753488
737,0.345002247190575,0.176778827,0.1759246
738,0.355809982423993,0.177417866,0.1766088
739,0.366548531168607,0.178065954,0.1771017
740,0.377171441471503,0.178702232,0.1774348
741,0.387523441712104,0.179286152,0.177986
742,0.397407556129732,0.17986164,0.1788566
743,0.406831249607784,0.180429091,0.1794817
744,0.415872358820334,0.181003964,0.1800662
745,0.424558510144667,0.181626546,0.1806478
746,0.432742622453406,0.182175852,0.181216
747,0.440473789472428,0.182713995,0.1817457
748,0.447958081434457,0.183323316,0.1822104
749,0.454880545869987,0.183885109,0.1828081
750,0.461344383066288,0.184438674,0.1836216
751,0.467428911402199,0.185013277,0.1841435
752,0.472996741135129,0.185562613,0.1845736
753,0.478108757962555,0.186136484,0.1851709
754,0.482819234869431,0.186683676,0.1857928
755,0.487227476182067,0.187187303,0.1859899
756,0.491288928713544,0.187779161,0.1867019
757,0.494838307590422,0.18824861,0.1877133
758,0.497983545648608,0.188555852,0.1882164
759,0.501652680713843,0.188672106,0.1885334
760,0.507432783746956,0.189221383,0.1892556
761,0.512951378861781,0.19074701,0.1899769
762,0.513514003187053,0.191329934,0.1902408
763,0.513835367658905,0.191898918,0.1907923
764,0.514688444226249,0.192623876,0.1913401
765,0.515972452946861,0.193383362,0.1920122
766,0.516970399337027,0.193799648,0.1927383
767,0.518185041474485,0.194177314,0.1933251
768,0.519503133111799,0.194544547,0.1938438
769,0.520844239831126,0.195011129,0.1945133
770,0.52203502100562,0.195570209,0.1950893
771,0.523063530299806,0.196097367,0.1959463
772,0.524039726934799,0.196597552,0.1964953
773,0.524991871212873,0.197123399,0.1971415
774,0.526025962336642,0.197629306,0.1976197
775,0.526960003905013,0.198129443,0.1982482
776,0.527677128242824,0.198688474,0.1991166
777,0.528335097674596,0.199281219,0.1995008
778,0.529057317084152,0.199835636,0.2003412
779,0.5297695029644,0.200372425,0.2008709
780,0.530429225501605,0.200920757,0.2010088
781,0.531034547644627,0.20145915,0.2017529
782,0.531473979210426,0.201975724,0.2027335
783,0.532077610041453,0.202479236,0.2033831
784,0.532697136707173,0.202986618,0.203501
785,0.533171650056626,0.203500683,0.204231
786,0.533664306856237,0.203973529,0.2045571
787,0.534064422948099,0.204491377,0.2051446
788,0.534371506525626,0.205066437,0.2060722
789,0.534681729398848,0.205628666,0.2068048
790,0.535197048869839,0.206185281,0.2076242
791,0.535770771159924,0.206752502,0.2080629
792,0.536210121614615,0.207346736,0.2086495
793,0.536861578356922,0.207821598,0.2093329
794,0.537471742748366,0.208227417,0.2099237
795,0.537858740095924,0.208673095,0.2104047
796,0.538005506231052,0.209405845,0.2111823
797,0.538349095434031,0.209938182,0.2118696
798,0.538856436728169,0.21039959,0.2123841
799,0.539300834430731,0.210862614,0.2131635
800,0.539792579335296,0.211326645,0.2136102
801,0.540256589074561,0.211839087,0.2140929
802,0.540556380324978,0.212418039,0.2146183
803,0.54086837915957,0.213040219,0.2152188
804,0.541480842680497,0.213634177,0.2160939
805,0.542035913390057,0.214187442,0.2164127
806,0.542291102492811,0.214639467,0.2167579
807,0.542732660751312,0.215037415,0.2177548
808,0.543146806225836,0.215437143,0.21789
809,0.543297263862086,0.215926078,0.2194205
810,0.543569935287757,0.216370678,0.2191294
811,0.543586707633097,0.216766787,0.219808
812,0.543361917165185,0.217200684,0.2207306
813,0.543556948977284,0.217563212,0.2216056
814,0.543637057649887,0.218128031,0.2222749
815,0.543599677638015,0.218748655,0.2230539
816,0.543984524246684,0.219350753,0.2231636
817,0.544264821445663,0.219903836,0.2238154
818,0.544650411329688,0.220529228,0.2247133
819,0.545221659493129,0.221173939,0.2248245
820,0.545643569907868,0.221455421,0.2257081
821,0.546004233790172,0.221620163,0.2264262
822,0.54639397057089,0.222280241,0.2269662
823,0.546768012491995,0.223305772,0.2275012
824,0.547044699596059,0.223961888,0.228053
825,0.547238104920939,0.224073241,0.2286248
826,0.54745927808247,0.224318031,0.2293281
827,0.547520802902434,0.22480376,0.2298545
828,0.547734445554402,0.2254832,0.2304915
829,0.548048443215346,0.226094063,0.2311675
830,0.547996918503245,0.226466239,0.231579
831,0.54816459321938,0.227018251,0.2322556
832,0.548496453073098,0.227673601,0.232858
833,0.548836337844861,0.228272893,0.2335112
834,0.549165076578478,0.228710726,0.2339918
835,0.54954722211337,0.229191021,0.2346496
836,0.549909242982882,0.229718654,0.2352347
837,0.550097272775134,0.230166061,0.2358175
838,0.550507429378888,0.230702909,0.2364693
839,0.550988665756364,0.231189334,0.237197
840,0.551383203627747,0.231536213,0.2376898
841,0.551691456577956,0.232045977,0.2383694
842,0.55194705983942,0.232616817,0.2387738
843,0.552312914290374,0.233140817,0.2394236
844,0.55274478043071,0.233573881,0.2399388
845,0.55303366491019,0.234113627,0.2406233
846,0.553443415466783,0.234576719,0.2411033
847,0.553945806887943,0.234938781,0.2416786
848,0.554263088582306,0.235407214,0.2422569
849,0.554497606472154,0.235893746,0.2429155
850,0.554702927696066,0.23640338,0.2435086
851,0.554889929419006,0.236770549,0.2440672
852,0.555175956456768,0.23729482,0.2446454
853,0.555429881424936,0.237901828,0.2452437
854,0.555706211790284,0.238478707,0.2458172
855,0.556180334401568,0.238985683,0.2463866
856,0.556318932376249,0.239456202,0.2470347
857,0.556552837907037,0.239858567,0.2476427
858,0.556885082188793,0.240145628,0.2482222
859,0.557381072363254,0.240612771,0.2487475
860,0.557880803944436,0.241089044,0.2493487
861,0.558205620134923,0.241511342,0.250066
862,0.558291566561603,0.241981669,0.250703
863,0.558438998554551,0.242418563,0.2511491
864,0.558838289713596,0.242703023,0.2517858
865,0.559108113640491,0.243177675,0.2523945
866,0.559330334497204,0.243795881,0.2528766
867,0.559560858881854,0.2443624,0.253429
868,0.559656467415067,0.244674671,0.254109
869,0.55977146476139,0.245130233,0.2546819
870,0.559955693364176,0.245591091,0.2552169
871,0.560307880965096,0.24601231,0.2558161
872,0.560519730044031,0.246466304,0.2562557
873,0.560682112120384,0.246847391,0.25706
874,0.560770293468044,0.24727417,0.2575572
875,0.560785083394462,0.247758331,0.2581217
876,0.561036503437666,0.24814254,0.2587502
877,0.561053672161257,0.24851548,0.2593804
878,0.560922366374769,0.248859391,0.2599777
879,0.561125512084986,0.249159655,0.2604271
880,0.561400292141025,0.249716149,0.2610054
881,0.561571211310658,0.250285649,0.2615778
882,0.56154217280844,0.250625487,0.2621213
883,0.561434723626761,0.250905246,0.2627633
884,0.561453951789098,0.25127593,0.2632693
885,0.561590807862481,0.25171359,0.2639136
886,0.561676964070084,0.252105616,0.264611
887,0.561649131908111,0.252504408,0.2651608
888,0.56173535411406,0.252845242,0.2656705
889,0.561902391025616,0.253111434,0.2662338
890,0.561640817933412,0.253448997,0.2667284
891,0.561570640957496,0.253673529,0.2674676
892,0.56142207320804,0.253899827,0.2680068
893,0.560948241175863,0.254104115,0.2686167
894,0.560623231660158,0.254225511,0.2691301
895,0.560355430308492,0.254320748,0.2697423
896,0.559877079894645,0.254646731,0.2701904
897,0.55972496023191,0.255190081,0.2708271
898,0.559800807875202,0.25552942,0.2713249
899,0.559746406683247,0.255952973,0.2719258
900,0.559724892713116,0.256552757,0.2721435
901,0.559373835250587,0.257215018,0.2729514
902,0.559431577789468,0.257368749,0.2734844
903,0.559574836990865,0.257389167,0.274116
904,0.559328672431245,0.257449333,0.2745965
905,0.559622175971258,0.257721947,0.2751718
906,0.559603057034054,0.258213779,0.2758967
907,0.559411812687559,0.258671005,0.2761639
908,0.559473104596452,0.259042894,0.2769855
909,0.55911636044348,0.259270718,0.2773423
910,0.558431830894904,0.259389184,0.27786
911,0.558552411547819,0.259748084,0.2785076
912,0.558354902486758,0.260156315,0.278847
913,0.557870770179369,0.260474944,0.27972
914,0.557690800769197,0.260865736,0.2801209
915,0.557541343836686,0.26158105,0.2806202
916,0.557609955958452,0.262190111,0.2813165
917,0.557207489085361,0.262691647,0.2819334
918,0.556891905502409,0.262793372,0.28242
919,0.556905210637784,0.263170849,0.283022
920,0.556683209871871,0.263295952,0.2836157
921,0.556342566449981,0.26321183,0.2840298
922,0.555905015755452,0.264034633,0.284461
923,0.554976450306096,0.264368122,0.2853698
924,0.553862330388785,0.26427513,0.2860846
925,0.552880489580789,0.264176881,0.286192
926,0.551886825938623,0.264333785,0.2867726
927,0.55107624011401,0.264123468,0.2874268
928,0.55003276003478,0.263632078,0.2878225
929,0.548111163885774,0.263925323,0.2888015
930,0.546302886189992,0.264264132,0.2890576
931,0.544554249898579,0.26392598,0.2895162
932,0.542528120734907,0.26277494,0.2902368
933,0.539241382582762,0.26279069,0.2908871
934,0.537346438189876,0.262604643,0.2914214
935,0.536335880407217,0.262425898,0.2919859
936,0.53401340705306,0.2629696,0.2924331
937,0.531717934582814,0.263107639,0.29308
938,0.5300564415535,0.262656077,0.2938852
939,0.529080643344656,0.262567787,0.2944076
940,0.528471488479366,0.263237007,0.2948382
941,0.526205780160991,0.26271668,0.2953028
942,0.524717435972276,0.262633511,0.2957639
943,0.524806349354492,0.264019546,0.2966245
944,0.519967630602778,0.263816947,0.2970853
945,0.51697556636889,0.264052793,0.2976363
946,0.515924256090944,0.265148844,0.2983861
947,0.513020659210141,0.265465988,0.2988563
948,0.511715277561015,0.265999467,0.2994963
949,0.509233986431902,0.264740872,0.3004031
950,0.505553546828211,0.263781906,0.3005034
951,0.503965953465427,0.264107033,0.3012
952,0.500766621564389,0.265422921,0.3020106
953,0.497728602791282,0.265927234,0.3025296
954,0.496623804818446,0.26527333,0.302913
955,0.49323830959359,0.266511499,0.3035407
956,0.490609274807577,0.266925614,0.3043488
957,0.488426749528686,0.266688103,0.3044221
958,0.48478347725672,0.268729984,0.3053242
959,0.483933181631895,0.269244407,0.3063632
960,0.482836716394885,0.26801182,0.3066374
961,0.480747388010823,0.268455856,0.3069096
962,0.481579076644788,0.269891535,0.3077516
963,0.479879078726892,0.270044518,0.3086537
964,0.478951073365169,0.269576,0.3087742
965,0.480556057277204,0.271159464,0.3093528
966,0.478243182250729,0.271562362,0.3100483
967,0.477700203592162,0.271425445,0.3107544
968,0.478184809675147,0.271517435,0.3111427
969,0.477811599298381,0.271767479,0.3114372
970,0.478346565945964,0.271943733,0.3121644
971,0.477834292746248,0.272534513,0.3129516
972,0.476949373808767,0.273175517,0.3135011
973,0.477491044014431,0.272614855,0.3136656
974,0.47702743408002,0.273602633,0.3143652
975,0.476959314447478,0.274521542,0.314866
976,0.477666488492962,0.274468564,0.3153097
977,0.477119085014932,0.274770102,0.3163083
978,0.477518380836938,0.275498897,0.316553
979,0.477798474503359,0.276282278,0.3172109
980,0.477039090807306,0.276720261,0.3178317
981,0.477998159590895,0.277070919,0.317975
982,0.477975038239442,0.276701405,0.3188313
983,0.477855913636404,0.27663763,0.3192263
984,0.480025617043253,0.277717523,0.3194898
985,0.47897637516547,0.278154342,0.3207421
986,0.479862464383052,0.27798248,0.3207994
987,0.482615572970233,0.278117632,0.3213461
988,0.481564416436552,0.278708435,0.3220882
989,0.482761846493417,0.278611068,0.3219877
990,0.483017452790401,0.279337114,0.323075
991,0.481510810633897,0.2799374,0.3239496
992,0.485783125303481,0.279714106,0.3240122
993,0.486179399996078,0.280909854,0.3247799
994,0.485802067061425,0.281358809,0.3252592
995,0.48774693292255,0.280453108,0.3249657
996,0.486727266246394,0.281096942,0.3258748
997,0.487876961038839,0.282353273,0.3269616
998,0.489892613048648,0.282467701,0.3266143
999,0.488865410813369,0.282701157,0.3278505
1000,0.49065583296366,0.282916865,0.3285845
1001,0.49065583296366,0.283485027,0.3326528
1002,0.492060347625924,0.283751971,0.3331204
1003,0.493466906734827,0.284519624,0.3335652
1004,0.494352933991931,0.28464931,0.3338265
1005,0.495388556095771,0.28507915,0.3349058
1006,0.496448961600681,0.28573045,0.3358243
1007,0.497358668165627,0.286154831,0.3360805
1008,0.498335509889493,0.286325327,0.3363371
1009,0.4996397365907,0.286786688,0.33707
1010,0.50117470251663,0.287252591,0.3373896
1011,0.502206222601093,0.288172477,0.337087
1012,0.503265241448998,0.289009941,0.3382196
1013,0.504576508451706,0.289478653,0.3391729
1014,0.505957470377295,0.289948432,0.3393262
1015,0.507880188133864,0.290007226,0.3388196
1016,0.509394349643409,0.28981453,0.3404055
1017,0.510749250632045,0.290055133,0.3407303
1018,0.511902913739885,0.290444455,0.3411015
1019,0.512841801040822,0.29094829,0.3405195
1020,0.513219261396129,0.291417692,0.3418475
1021,0.513834103109801,0.292008034,0.3427541
